"","state_id","date","policy_type","start_stop","comments","source"
"404","TX",2020-03-31,"Entertainment","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"405","VT",2020-03-20,"Reopened ACA Enrollment Using a Special Enrollment Period","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"417","WA",2020-03-23,"Shelter in Place","start","Stay at home, effective March 23 until April 6. On April 2, extended through May 4","manual"
"421","VA",2020-03-23,"Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"422","WA",2020-03-19,"Suspended Elective Medical Dental Procedures","start","Other measures and details for this policy include: alcohol liquor stores open, paid sick leave","BU COVID-19 State Policy Database"
"424","ME",2020-03-25,"Non-Essential Businesses","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"425","TX",2020-03-26,"Order Freezing Utility Shut Offs","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"428","RI",2020-03-09,"State of Emergency","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"429","SD",2020-03-23,"Allow Expand Medicaid Telehealth Coverage","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"432","IL",2020-05-01,"Mandate Face Mask Use By All Individuals In Public Facing Businesses","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"435","KY",2020-03-25,"Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"436","NJ",2020-03-21,"Shelter in Place","start","State Policy Start","wikidata"
"438","ME",2020-03-20,"Allow Expand Medicaid Telehealth Coverage","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"441","IL",2020-03-23,"Day Care","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"442","WA",2020-03-16,"Food and Drink","start","Other measures and details for this policy include: alcohol liquor stores open, paid sick leave","BU COVID-19 State Policy Database"
"443","WY",2020-03-19,"Childcare (K-12)","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"444","MN",2020-06-01,"Mandate Face Mask Use By All Individuals In Public Facing Businesses","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"446","MD",2020-03-30,"Day Care","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"450","CA",2020-04-22,"Resumed Elective Medical Procedures","start","Other measures and details for this policy include: alcohol liquor stores open, paid sick leave","BU COVID-19 State Policy Database"
"453","MA",2020-03-10,"State of Emergency","start","Other measures and details for this policy include: alcohol liquor stores open, paid sick leave","BU COVID-19 State Policy Database"
"457","MN",2020-03-17,"Gyms","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"459","IN",2020-03-25,"Entertainment","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"461","PA",2020-03-27,"Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"463","TX",2020-03-31,"Shelter in Place","start","State Policy Start","manual"
"467","TX",2020-05-01,"Food and Drink","stop","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"468","IN",2020-06-01,"Gyms","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"471","NH",2020-06-01,"Gyms","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"473","HI",2020-05-07,"Non-Essential Businesses","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"478","IN",2020-05-18,"Food and Drink","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"484","CT",2020-05-20,"Shelter in Place","stop","Gov. Ned Lamont signed an executive order asking Connecticut businesses and residents to “Stay Safe, Stay Home.” “At this critical time it is essential that everyone just stay home so we can contain the spread of this virus while keeping essential services running,” Lamont said.  Stay at home, effective at 8 p.m. EDT, March 23. Restrictions not lifted until at least May 20","manual"
"486","NE",2020-05-18,"Non-Essential Businesses","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"487","MN",2020-06-10,"Gyms","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"489","MD",2020-06-19,"Gyms","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"495","OH",2020-05-29,"Shelter in Place","stop","SAH was modified but extended to 5/29 https://coronavirus.ohio.gov/static/publicorders/Directors-Stay-Safe-Ohio-Order.pdf","manual"
